,Parsed review,Similar review,Similarity Value
272,Is easy not that much work,Is easy not that much work,1.0
273,"Relatively meritocratic, efficient internal processes. High accountability.","- High level of ownership and accountability
- Very good resources for new hires
- Excellent opportunity to grow at scale",0.1782
274,"Good Pay, You can listen to music, eventually you can do job on autopilot.","If you like physical jobs that can give you a good workout, then consider a warehouse Associate position. There are a variety of roles you can try if you're interested and do well at the basic roles. At times lunch and other snacks are provided. You get a stipend to spend on work shoes through Zappos. You can earn swag bucks to buy Amazon clothing and other brand swag.",0.4908
275,"- great work culture
- work from home
- cool teams
- loads of discounts(even though they kinda suck) and 
- looks good on a resume","- Good compensation and great benefits
- Tons of opportunities for promotion and career advancement
- Good work/life balance
- Great work environment
- Great people and culture",0.4616
276,"Always something to do -
Lots to learn.
Mix between Windows and Linux systems.
Lots of hardware to work on.","- Great projects to work on and all tools available to execute assigned projects
- Plenty of resources to learn and refer to
- Helpful team members
- LPs can be applied outside of work as well
- Always feeling motivated to logging into work everyday",0.5631
277,"Flexibility, Productive, Opportunity for growth","Great people, Great culture and a lot of opportunity for growth",0.3873
278,"Good work out, laid back","Good work culture. 
Good work/home life balance.
Good pay. 
Very good training for new hires.
If you want to learn a lot this is the place.",0.4243
279,"Amazon is a fast pace company, willing to try new things!","This is my first month at Amazon, and I love the Culture, the People, and the overall organization. Amazon is centered and align to be Earth's best employed, and I am excited to be part of the amazing Amazon Web Service (AWS) Family. Amazon is a great company to grow your career work. People are open minded, friendly, and willing to support. There is a lot of opportunity for career, advance inside Amazon. I started my role as an Operation Analyst",0.3727
280,"There are lots of opportunities for advancement
Fun and supportive work environment with talented people
Fair compensation","- Good compensation and great benefits
- Tons of opportunities for promotion and career advancement
- Good work/life balance
- Great work environment
- Great people and culture",0.4602
281,"Set schedule, Benefits, overtime offers.","Flexible schedule, good pay & benefits",0.4
282,"-PTO
-Decent money
-Lots of exercise
-Great benefits",great money and benefits for life,0.433
283,Cause I want this job,This job is easy to learn,0.4082
284,The on-boarding system is phenomenal. It truly covers everything from who your training buddy will be to introductions to different team members. Of all the past companies I have worked this is by far the best on-boarding experience I have had.,"By far, the best place to work. I immediately felt like I was apart of the team. Amazon sets you up for success right from the start. The on-boarding and training is extensive and while it can be overwhelming, everyone is there to help you and answer any questions you have. This company is different. They actually care about their employees and their customers. There is no ""prove yourself"" mentality here. Seriously, the best work experience I've ever had.",0.5299
285,The pay and the hours,"The pay and the opportunities available regarding upward mobility, depending on who your boss is and the connections you have.",0.6429
286,Great pay and great people to work with,Great people to work with here,0.7746
287,Package drop off and pick up.,This is great if you need something flexible say if your a single mom and full-time student and homeschool teacher etc… lot of up and down a small staircase and some heavy lifting involved pretty boring.,0.2916
288,Good pay sometimes give extra when you first apply,"good pay, good compensation, good people",0.3849
289,"As a new Amazonian, my focus is to immerse myself in Amazon culture. Amazon has so many virtual ways for me to do that, and I am loving what I am learning - I see so much potential for myself and others at this company!","Working remotely has been such a blessing. Like many, I’ve worked traditional 9-5, in person jobs pretty much all my life. I feel like I have more time to do things and peace of mind. I have a real work-lifestyle balance. I see my family more and can pace my work better. 

Everyone on the team has been so gracious in allowing me time to feel comfortable and get situated. I haven’t felt that pressure to get up to speed and learn everything right away, people understand. The team support has been great, asking for help is strongly encouraged, and everyone has been so curious about me as a person. This is my first experience working in a setting like this (largest employer ever worked for, having onboarded completely remote, and never having actually met my coworkers in person). At first, the thought was intimidating and I have experienced a lot of imposter syndrome in the past—like do I actually belong here? Why me? I always had a hard time trying to get a foot in the door with companies like this. It’s extremely competitive and always felt out of reach. But once this opportunity presented itself and I got in, I felt extremely humbled, grateful, but at the same time not sure what to expect.

So far, my team has been extremely understanding and accepting, willing to guide and help me in any way I need, yet at the same time, support me and encourage creative ownership. I cannot say enough, how am so blessed to be here. The pay, benefits, and PTO/vacation are great—at least in my field/position. I’ve never had a more robust employer package available. Overall, even though it’s only been a month, I truly see now how Amazon has a reputation for attracting great people, talent, growth, and leadership. I’m definitely going to be here for the long-haul.",0.4796
290,"The pay is good as an external level 5. Depending on department, tech skills needed varies. Amazon cares about work/life balance (except in December). Benefits are the best.","There are a lot of Pros about working at Amazon for both my happiness and career.

* Global-Scale Challenges: Amazon and AWS operate in a worldwide scope and providing the best for customers brings challenges that will really allow someone to do the best work of their life. 

* Brilliant Coworkers: Amazon prides itself on hiring and retaining the best. This couldn't be more true! The folks that I work with at Amazon are extremely smart and wise experts in their field. I learn from them everyday and get the opportunity to share my expertise and mentor others. 

* Meaningful Impact: A large portion of the globe knows of Amazon, and a lot are customers. Knowing that the work I do on a daily basis helps people and businesses across the globe is a good feeling. I know I am just a cog in the whole machine, but every person here at Amazon is on a team that impacts (and focuses on) customers in one way or another. The work that I do here is meaningful and makes me proud to be a part of it all.

* Work/Life Balance: I know Amazon has a reputation for not being a place with a good work/life balance, but I have not experienced that. My team (and whole organization) highly values work/life balance and encourages each other to avoid working during off-hours and valuing the personal life balance with work. I don't feel like I have ever been pressured to work extra hours (beyond 40 in a week) or gotten push-back for taking care of myself or loved ones.",0.4152
291,Huge sign on bonus. Flexible scheduling.,"There are so many aspects to learn about Amazon that every day really is Day One. There is a two year sign-on bonus (year 1 $6,700 and year 2 $5,500) and a stock award ($33,000 total) that is weighted in the back end over four years. The sign-on bonuses have to be repaid if you quit within that year.",0.2083
292,Nice pay & simple work,"Easy
Good pay
Nice people
Short distance to work
3 days off",0.4523
293,"Fast environment, room for growth, great people. Pto","Great people, Great culture and a lot of opportunity for growth",0.5103
294,Many hours availability & pay is amazing &varies overtime if wannna make extra money they just have so many opportunities to help anyone grow in their company.,Amazon is a great company to move up in. They have great benefits and plenty of opportunities.,0.3118
295,All the people are great.,All the people are great.,1.0
296,"As a job meant to be temporary, Amazon will provide a decent pay for meaningless work on a full-time basis with the option to go part-time of course. Not to mention decent benefits and a bank-based time off system.","As a job meant to be temporary, Amazon will provide a decent pay for meaningless work on a full-time basis with the option to go part-time of course. Not to mention decent benefits and a bank-based time off system.",1.0
297,"Easy
Good pay
Nice people
Short distance to work
3 days off","Easy
Good pay
Nice people
Short distance to work
3 days off",1.0
298,Great pay and hours are flexible not much good to say here,Great pay and hours are flexible not much good to say here,1.0
299,"Robust onboarding process
Excellent benefits and employee resources 
Sound strategic planning and processes
Advancement opportunities","Robust onboarding process
Excellent benefits and employee resources 
Sound strategic planning and processes
Advancement opportunities",1.0
300,All the people are great.,All the people are great.,1.0
301,"As a job meant to be temporary, Amazon will provide a decent pay for meaningless work on a full-time basis with the option to go part-time of course. Not to mention decent benefits and a bank-based time off system.","As a job meant to be temporary, Amazon will provide a decent pay for meaningless work on a full-time basis with the option to go part-time of course. Not to mention decent benefits and a bank-based time off system.",1.0
302,"Easy
Good pay
Nice people
Short distance to work
3 days off","Easy
Good pay
Nice people
Short distance to work
3 days off",1.0
303,Great pay and hours are flexible not much good to say here,Great pay and hours are flexible not much good to say here,1.0
304,"Robust onboarding process
Excellent benefits and employee resources 
Sound strategic planning and processes
Advancement opportunities","Robust onboarding process
Excellent benefits and employee resources 
Sound strategic planning and processes
Advancement opportunities",1.0
305,"Very welcoming
Straight to the point
Training
Friendly employers",everybody in the team is very welcoming with open arms. the team seems to be very excited about the projects and me joining them. I felt very welcomed and liked the fact that i don't have to stress over writing in formal language when chatting with co-workers anymore.,0.3849
306,Work is easy location was good,"Hours are short
Work is easy",0.5
307,You meet a lot of hard working and driven people,"Meet a lot of new people!
Make decent pay especially at peak time and overtime pay.
Lots of break rooms and vending machines and fridges with food and drinks to purchase.",0.4423
308,Easy work for the Tier 1,Easy work good opportunity for advancement if interested,0.4743
309,Very clear and helpful onboarding to help new employees get accustomed to the Amazon culture.,"1. Dynamic working culture for you to succeed: It's my first month here at Amazon, and this is what I can foresee if I execute as a humble leader.
2. Worry free first month of onboarding experience: Other than the famous well-known Leadership Principals in mind, onboarding activities include many courses and execution experiments. At least the team or org that I stayed, I don't need to worry about making contribution at all during this period of time. It allows me to observe what the team does and how the team does things, also many courses are very useful to help any SDE to become an excellent engineering. It's a great process to help any new member ready and start their journey well.
3. Very strong competitive salary pay, this is why I switched from Microsoft to Amazon.
4. Teammates are all very humble and love to help. Everyone here can be considered as a leader, and they are eager to share their knowledge and experience to make you successful as well. I don't find any PIP or competing interests at all.
5. The culture and working environment expect you to be leader of your own, and make contribution to the team, the org or even broader impact. I would recommend someone who knows what he/she wants, or self-motivated enough to join. Otherwise you might get lost since no one would push you to do anything, which might end up in a loop of failure.

To be continued: it's just my first month, and I would expect more findings as I expand my network and contributions. Would love to share more when possible.",0.5233
310,"Good salary

Easy tasks

Friendly coworkers

Nice managers

HR team is always available and willing to help",Good but okay and nice,0.3254
311,Amazing development opportunities and great people to work with.,Great pay and great people to work with,0.7379
312,The pay is very good and you get paid weekly.,Flexible schedule good pay and you get paid every friday,0.6
313,great money and benefits for life,"- Good compensation and great benefits
- Tons of opportunities for promotion and career advancement
- Good work/life balance
- Great work environment
- Great people and culture",0.5809
314,"Good working environment, good pay.","Good Pay, good benefits for working",0.8018
315,"This is my first month at Amazon, and I love the Culture, the People, and the overall organization. Amazon is centered and align to be Earth's best employed, and I am excited to be part of the amazing Amazon Web Service (AWS) Family. Amazon is a great company to grow your career work. People are open minded, friendly, and willing to support. There is a lot of opportunity for career, advance inside Amazon. I started my role as an Operation Analyst","Disclaimer: My opinions reflect that of an SDE in Amazon. Seems like some operational job functions are very tough.

I have read through some of the other Amazon reviews and it seems to me that everyone has a very different experience! This is so true. Within the same team, you can have both workaholics and slackers coexisting and coworking together. I think I am more of the balanced type as I try to stay sane. The Amazon experience is basically the entire spectrum and it is what you make it out to be.

Pros in Amazon certainly excludes great benefits, but compensation is competitive. Free food means average quality free coffee, once in a while free pizza for lunch where it is a working lunch, and free beer and finger food in special events. We get a free Orca card to take any bus in the Seattle area for free. $160 per month subsidy for office parking, which is better than nothing. Downtown monthly parking goes for about $200 per month. 401K contribution is 50% of what you put in, where you can put in max 4% of your salary. Not so great. Staff cafeteria food is average and not at all cheaper than outside food, or could be even more expensive. It is hard not to complain about the cafeteria. Vacation days are ok but note that there are no sick leaves. They count as part of your 5 personal days per year. Listing the benefits of Amazon is like listing the cons and not the pros.

Work life balance seems to be ok for the most part, and seems to be individually-driven. No one will tell you that you have to come in at what time and stay till what time. I have team mates working every night and weekend, and others getting in at 10am and leaving at 5pm, all in the same team. Managers will focus on your project deliveries instead of how much time you spend working. If you work 40-hour weeks productively, you can definitely outperform someone who works 60-hour weeks but don't deliver stuff. Working less than 40 hours per week is somewhat common, but I can't say how many people are working how long. The view on work life balance is a bit skewed. All it comes down to are the managers and what they think. Projects are always never-ending but I have found that deadlines are very realistic and reasonable, without counting your nights and weekends. Getting some slack time once in a while is probably a sign of a healthy work environment. Everyone needs a break.

On-call really really sucks. Basically all it comes down to is having SDEs double-duty as support operations engineers. Note that on-call does not improve the code quality of any team in any way. The on-call experience is particularly bad because you are using services from some other team, and their code is of low quality and fails for the wrong reasons. If the managers had given more time to up the quality, there would not be so many problems. Software is usually delivered with a tough deadline with code that meets the minimum quality bar and never gets improved for the next few years. The code review process does not seem to help improve the code but it really obstructs developers from making great changes as unconventional things will not pass code review in clumsy minds. Innovation and excellence are not the name of the game in Amazon. Searching through the Amazon code base is usually not going to turn up quality code that you can actually reuse.

Integration is the name of the game in Amazon. You will need to spend a lot of time to figure out how to integrate your code with another team's services. Whether these other people are cooperative is a hit-or-miss. I have found that most people are responsive and helpful, but there are also quite a number of jerks who are out to make trouble for everybody. It is not easy to work across teams but the experience is mostly positive.

Amazon is a huge behemoth and is hiring people like there is no tomorrow. This reflects well on a good growth momentum but also is worrying that the company is not turning much profit. If the company does not make money, where is our bonus going to come from? You can see new faces around the Amazon building almost everyday! Downside is that we are taking in a lot of average to above-average engineers and being an Amazonian SDE certainly does not share the same reputation as the top names. Amazon is a huge mixed bag of some very talented people and some very dumb people. I think the world is not turning up enough SDEs and the only way is for quality to go downhill.

As an SDE, expect to spend most of your time talking, writing emails and documents, and maybe around 20-30% of your time coding. In most of the teams, you can work on interesting projects, but probably not revolutionary ones. Note that Amazon is a very down-to-earth company and the work is very down-to-earth as well. You will work on real things that people have actually requested for, and that people will start using as soon as you are done. Work is challenging but not to expect highly technically complex stuff. Most of the work has to do with solving everyday problems. To me, this seems to make sense because I have ever tried working on experimental projects before elsewhere and I did not feel it was a good use of my time.

Internal mobility is a key strength of Amazon, and I am not sure which company has done better than Amazon in this aspect. Internal moves are easy. You only need to stay in your team for a year before moving to a different team. There is no easy way to tell which team is a good team to move to because they all have their different pros and cons and people and coming and leaving all the time!

Seattle is by much rumour an easier place to live than the Bay area.

Overall Amazon is a tough but yet sane place to work. The flexibility of this company is really its core strength. You have the freedom to excel as much as you want and also to slack as much as you want. Bummer. You shouldn't be slacking!",0.673
316,Great place to learn and operationalize cutting edge deep learning to solve real world business problems for customers.,Great place to learn and use your skills to solve business problem,0.5976
317,"Great pay
Great hours to an extent","Fast paced, detail oriented, great hours, great pay",0.6325
318,"Great people to work with, work life balance, promotion opportunities",Great people to work with here,0.7071
319,"Good benefits 
Great experience 
Learned a lot","Good benefits
Good salary
Good experience
Great people",0.6547
320,"Salary is great, first two years get a cash bonus paid out monthly. 
Receive stock as compensation: 1st year 5%, 2nd year 15%, 3rd year 20% each six months 4th year, 20% each six months. On the 5th year the amount you made may very well be less as in each annul compensation review, you may not get any stock increase or salary increase, as the stock price may have increased to a point where the pay band for your role may be maxed out. 

Work on wonderful projects and amazing people.
When do get promotion, will get 20-50% increase in salary/stocks.","There are so many aspects to learn about Amazon that every day really is Day One. There is a two year sign-on bonus (year 1 $6,700 and year 2 $5,500) and a stock award ($33,000 total) that is weighted in the back end over four years. The sign-on bonuses have to be repaid if you quit within that year.",0.3671
321,"Decent pay: $15/hr.
Can work part-time or full-time.
Can transfer locations.","As a job meant to be temporary, Amazon will provide a decent pay for meaningless work on a full-time basis with the option to go part-time of course. Not to mention decent benefits and a bank-based time off system.",0.3922
322,"Good pay, Convenient, Fast paced, ability to move up quick, so big that you may have 17000 steps in a day","Challenging, fast paced, good pay",0.4
323,"Working virtually I've found a great company culture with a manager and co-workers that are super helpful, don't micro-manage, and really allow me to grow. Amazon does tend to make changes pretty frequently and rapidly. Personally, I view that as a pro because I'm adaptable and enjoy that aspect.","Great culture and people. Everyone wants you to succeed and we're all on the same team. The projects I get to work on are really interesting to me, and I get to learn and grow as I do them. The comp and benefits are great too!",0.4801
324,"1. Discount on purchase
2. free meal during peak time
3. learn a lot and knowledgeable team
4. safety is key","- Job interview was straight forward and smooth process
- Interview questions were straight forward and simple enough in scope
- Very accommodating workload. Small tasks and less work expected at start (and the team works with my school schedule as I finish my classes)
- Ample time off and work life balance with little micro-management and never working more than 40 hours per week
- Compensation came in much higher than I asked for or expected
- Free reign on tools to implement solutions
- Management is knowledgeable on tech 
- Problems and work is engaging, interesting and has high impact",0.3007
325,"Great benefits, great vacation and time off options",Great pay with great benefits.,0.5976
326,Good but okay and nice,Good experience and good environment,0.5071
327,Good experience and good environment,"Good working environment, good pay.",0.7143
328,Move up quickly if willing to play the “ company politics the game”,Move up quickly if willing to play the “ company politics the game”,1.0
329,There is good pay outs,There is good pay outs,1.0
330,Move up quickly if willing to play the “ company politics the game”,Move up quickly if willing to play the “ company politics the game”,1.0
331,There is good pay outs,There is good pay outs,1.0
332,"Good Pay
Lots of Overtime Opportunities
Sometimes Food",Very rewarding lots of opportunities,0.4743
333,"Flexible schedule, Pay, Easy Onboarding, Military Friendly, Incentives","Flexible schedule, good pay & benefits",0.4743
334,"Some of the best pay amongst tech jobs (and the G-MAFIA)

A LOT of flexibility... at least amongst the folks I work with (SAs, PDMs)

Good work/life balance... but you have to manage that and make sure you do not overcommit. Also having a good boss helps, of course, but push back if you need to. I have done so very successfully.

Very structured (and GOOD!) onboarding over 3 months that shields you from production demands so you can learn! There is a LOT of content but it is well produced.

Great environment if you like to learn, explore, test, and discover!

Amazing set of folks many of whom were at the top of their games in other organizations

Lots of jobs that support remote work, not just short term, but over the life of the role/job!","Disclaimer: My opinions reflect that of an SDE in Amazon. Seems like some operational job functions are very tough.

I have read through some of the other Amazon reviews and it seems to me that everyone has a very different experience! This is so true. Within the same team, you can have both workaholics and slackers coexisting and coworking together. I think I am more of the balanced type as I try to stay sane. The Amazon experience is basically the entire spectrum and it is what you make it out to be.

Pros in Amazon certainly excludes great benefits, but compensation is competitive. Free food means average quality free coffee, once in a while free pizza for lunch where it is a working lunch, and free beer and finger food in special events. We get a free Orca card to take any bus in the Seattle area for free. $160 per month subsidy for office parking, which is better than nothing. Downtown monthly parking goes for about $200 per month. 401K contribution is 50% of what you put in, where you can put in max 4% of your salary. Not so great. Staff cafeteria food is average and not at all cheaper than outside food, or could be even more expensive. It is hard not to complain about the cafeteria. Vacation days are ok but note that there are no sick leaves. They count as part of your 5 personal days per year. Listing the benefits of Amazon is like listing the cons and not the pros.

Work life balance seems to be ok for the most part, and seems to be individually-driven. No one will tell you that you have to come in at what time and stay till what time. I have team mates working every night and weekend, and others getting in at 10am and leaving at 5pm, all in the same team. Managers will focus on your project deliveries instead of how much time you spend working. If you work 40-hour weeks productively, you can definitely outperform someone who works 60-hour weeks but don't deliver stuff. Working less than 40 hours per week is somewhat common, but I can't say how many people are working how long. The view on work life balance is a bit skewed. All it comes down to are the managers and what they think. Projects are always never-ending but I have found that deadlines are very realistic and reasonable, without counting your nights and weekends. Getting some slack time once in a while is probably a sign of a healthy work environment. Everyone needs a break.

On-call really really sucks. Basically all it comes down to is having SDEs double-duty as support operations engineers. Note that on-call does not improve the code quality of any team in any way. The on-call experience is particularly bad because you are using services from some other team, and their code is of low quality and fails for the wrong reasons. If the managers had given more time to up the quality, there would not be so many problems. Software is usually delivered with a tough deadline with code that meets the minimum quality bar and never gets improved for the next few years. The code review process does not seem to help improve the code but it really obstructs developers from making great changes as unconventional things will not pass code review in clumsy minds. Innovation and excellence are not the name of the game in Amazon. Searching through the Amazon code base is usually not going to turn up quality code that you can actually reuse.

Integration is the name of the game in Amazon. You will need to spend a lot of time to figure out how to integrate your code with another team's services. Whether these other people are cooperative is a hit-or-miss. I have found that most people are responsive and helpful, but there are also quite a number of jerks who are out to make trouble for everybody. It is not easy to work across teams but the experience is mostly positive.

Amazon is a huge behemoth and is hiring people like there is no tomorrow. This reflects well on a good growth momentum but also is worrying that the company is not turning much profit. If the company does not make money, where is our bonus going to come from? You can see new faces around the Amazon building almost everyday! Downside is that we are taking in a lot of average to above-average engineers and being an Amazonian SDE certainly does not share the same reputation as the top names. Amazon is a huge mixed bag of some very talented people and some very dumb people. I think the world is not turning up enough SDEs and the only way is for quality to go downhill.

As an SDE, expect to spend most of your time talking, writing emails and documents, and maybe around 20-30% of your time coding. In most of the teams, you can work on interesting projects, but probably not revolutionary ones. Note that Amazon is a very down-to-earth company and the work is very down-to-earth as well. You will work on real things that people have actually requested for, and that people will start using as soon as you are done. Work is challenging but not to expect highly technically complex stuff. Most of the work has to do with solving everyday problems. To me, this seems to make sense because I have ever tried working on experimental projects before elsewhere and I did not feel it was a good use of my time.

Internal mobility is a key strength of Amazon, and I am not sure which company has done better than Amazon in this aspect. Internal moves are easy. You only need to stay in your team for a year before moving to a different team. There is no easy way to tell which team is a good team to move to because they all have their different pros and cons and people and coming and leaving all the time!

Seattle is by much rumour an easier place to live than the Bay area.

Overall Amazon is a tough but yet sane place to work. The flexibility of this company is really its core strength. You have the freedom to excel as much as you want and also to slack as much as you want. Bummer. You shouldn't be slacking!",0.6362
335,Great workplace with cool tech innovations,Great pay with great benefits.,0.4629
336,"easy job, keeps you very active, out in the sun, work alone, tons of hours.","Some of the best pay amongst tech jobs (and the G-MAFIA)

A LOT of flexibility... at least amongst the folks I work with (SAs, PDMs)

Good work/life balance... but you have to manage that and make sure you do not overcommit. Also having a good boss helps, of course, but push back if you need to. I have done so very successfully.

Very structured (and GOOD!) onboarding over 3 months that shields you from production demands so you can learn! There is a LOT of content but it is well produced.

Great environment if you like to learn, explore, test, and discover!

Amazing set of folks many of whom were at the top of their games in other organizations

Lots of jobs that support remote work, not just short term, but over the life of the role/job!",0.3915
337,get to learn about the company in a very fast manner,everybody in the team is very welcoming with open arms. the team seems to be very excited about the projects and me joining them. I felt very welcomed and liked the fact that i don't have to stress over writing in formal language when chatting with co-workers anymore.,0.4382
338,"Can manage my own time
Lots of Overtime","Good Pay
Lots of Overtime Opportunities
Sometimes Food",0.375
339,You get full benefits first day.,"Weekly pay
Competitive pay
Full benefits first day",0.5164
340,"Can move around within the company for career growth, continued learning and keep your job challenging/interesting.","1. The feeling to impact customers by fixing servers
2. Good start out wage for your first job in your career
3. Learn a vast knowledge from network, servers, computers, and more
4. Many branches and avenues you can go into for your career.",0.3998
341,"Good work culture. 
Good work/home life balance.
Good pay. 
Very good training for new hires.
If you want to learn a lot this is the place.","good pay, good compensation, good people",0.5934
342,"Money, money, girls, more money","good money, flexible hours, overtime",0.4045
343,I wish I had been given more specific directions.,"great team, best manager i've ever had.",0.1429
344,"Great learning
cutting edge technology
fast pace delivery
too much to do",Great place to learn and operationalize cutting edge deep learning to solve real world business problems for customers.,0.3873
345,Everything has a price when it is valued; when it's not. . . Only you can give it value and upon that deep reflection; you must wonder.,"At Amazon, you will excel if you are an extremely driven individual. If you are someone who absolutely adores coding, creating all kinds of scripts to make your job easier, and thinks about solutions day in and day out, then choose AWS. They will push, push, push. And if you can, push back. Make your code the best that anyone has seen, and you will have amazing results. If you want a job where you just go 9-5 and nothing outside of it, then AWS is not the place for you. You will have very long days and though you can take the time off later, it can be very stressful.",0.3868
346,Work culture in amazon and perks are great.,"- Good compensation and great benefits
- Tons of opportunities for promotion and career advancement
- Good work/life balance
- Great work environment
- Great people and culture",0.5031
347,Amazon is a great company to move up in. They have great benefits and plenty of opportunities.,They have really great benefits,0.527
348,Hard work so no need to exercise out of work ( I walk 12 to 16 miles In a 10 hour shift),"- Great projects to work on and all tools available to execute assigned projects
- Plenty of resources to learn and refer to
- Helpful team members
- LPs can be applied outside of work as well
- Always feeling motivated to logging into work everyday",0.4393
349,"Best place to work , where you get peer support in very moment to grow. It was easy to scale up the ladder to achieve your target and goal.","Amazon creates an atmosphere for the employees to think and own ideas. It is also a place to develop professionally and grow your career in the ways you want to cultivate it.
The benefits are wonderful.",0.5314
350,"Great way to learn new new things during overnight also during the day! Easy, fun and enjoyable atmosphere. Always willing to hear an employee out if anything durning a shift becomes a small problem.",Great place to learn and use your skills to solve business problem,0.3468
351,Great place to learn and use your skills to solve business problem,Great place to learn and operationalize cutting edge deep learning to solve real world business problems for customers.,0.5976
352,"Good pay
Great benefits 
Opportunities for advancement","Good Pay, good benefits for working",0.6682
353,"Accommodate my disabilities, excellent pay, benefits starting day one.","Weekly pay
Competitive pay
Full benefits first day",0.4216
354,Great schedule for students. Good pay and benefits.,The pay is good and great benefits,0.6682
355,They seem to care about us.,They really try to make sure you feel comfortable working there. They always try to show us appreciation by giving us food catering and gift raffles.,0.4201
356,The pay and benefits are excellent.,The pay and benefits are excellent.,1.0
357,"Minimum $15.50
Benefits are goods
Benefits day 1","Minimum $15.50
Benefits are goods
Benefits day 1",1.0
358,"Always learning new things. Fast paced and constantly changing. Revolves around peer engagement. If you keep track of your admin work, you’ll be performing better than 75% of your peers.","Always learning new things. Fast paced and constantly changing. Revolves around peer engagement. If you keep track of your admin work, you’ll be performing better than 75% of your peers.",1.0
359,Very flexible schedule as you get so much personal time to use anytime at any time and unpaid time to use hour by hour when needed and benefits.,Very flexible schedule as you get so much personal time to use anytime at any time and unpaid time to use hour by hour when needed and benefits.,1.0
360,The pay and benefits are excellent.,The pay and benefits are excellent.,1.0
361,"Minimum $15.50
Benefits are goods
Benefits day 1","Minimum $15.50
Benefits are goods
Benefits day 1",1.0
362,"Always learning new things. Fast paced and constantly changing. Revolves around peer engagement. If you keep track of your admin work, you’ll be performing better than 75% of your peers.","Always learning new things. Fast paced and constantly changing. Revolves around peer engagement. If you keep track of your admin work, you’ll be performing better than 75% of your peers.",1.0
363,Very flexible schedule as you get so much personal time to use anytime at any time and unpaid time to use hour by hour when needed and benefits.,Very flexible schedule as you get so much personal time to use anytime at any time and unpaid time to use hour by hour when needed and benefits.,1.0
364,"Generic answer, but there are some good people there",There is good pay outs,0.4045
365,"1) Compensation Package
2) Employee Benefits
3) Self-Service culture
4) Live up to their word regarding Leadership Principles","Culture
Work / Life Balance
Career Opportunities
Compensation / Benefits",0.2739
366,"Well-structured new hire program, opportunity to grow and learn, great coworkers and teams","Great culture and people. Everyone wants you to succeed and we're all on the same team. The projects I get to work on are really interesting to me, and I get to learn and grow as I do them. The comp and benefits are great too!",0.4743
367,"Depends on the team, choose a good team","The company is HUGE, so there's lots of growth opportunities and moving within the company is encouraged. The team I am on has a good working dynamic and at least tries to create a virtual atmosphere to build the team culture and trust.",0.4103
368,Pay seems to be great,"Great pay
Great hours to an extent",0.5963
369,"Good environment, friendly staff, lots of benefits","Get to gain tons of experience within amazon’s work environment.

Good pay, and good hours

Friendly environment",0.4949
370,"The talent, technology and progression is astounding.","Amazon is open and welcoming to new employees. The training is GREAT!!! The people are GREAT!!! The opportunity for growth is immense, it is your choice to grow. At Amazon every day is day 1, learn from yesterday, you can fail and be human, just keep moving forward. I can't wait for the future. I love the Diversity, Equity and Inclusion, everyone is welcome at Amazon.",0.4521
371,They have great availability options,They have really great benefits,0.6
372,"great team, best manager i've ever had.","Great Teamwork, Great Experience, Great Atmosphere !",0.3273
