,rating,status,experience,review_title,date,employee_title,location,pro,con,advice
224,4.0,Former Employee,less than 1 year,Hard Work,"Dec 30, 2021","Picker in Romeoville, IL","Romeoville, IL","Teamwork, great pay, organization skills, learn time management skills","fast-paced environment, be aware of time off task, sometimes hard to reach the goals for the day",
225,4.0,,,It’s a job,"Dec 29, 2021","FC Associate I in Carteret, NJ","Carteret, NJ",Benefits from day 1. Education benefits,"Work on your feet until you drop. Time off is designed for an eight hour work day, yet your day will be 10-11 hours+",
226,4.0,Former Employee,more than 1 year,"Great Benefits, Disconnect with Corporate","Dec 7, 2021","Fulfillment Center Associate in Chino, CA","Chino, CA","For part-time workers, great benefits! Vision insurance for contacts and glasses once a year. Dental insurance which covers basic cleanings, x-rays, and 50% of cavity fills. Weekly paychecks were a plus. Set schedules and flexible options for time off including paid time off.",There is a huge disconnect with the warehouse and corporate Amazon. HR directs employees to contact the Amazon Employee Resource Center which will help to an extent however warehouse managers don't know how to handle employee concerns themselves.,Listen to employee concerns and feedback and place people in the warehouse where they are best suited.
227,1.0,Former Employee,more than 1 year,Soul Crushing and No Moral Compass in Leadership,"Dec 15, 2021",Operations Manager,,I survived with my integrity intact. Great compensation and benefits. A fantastic place for high performing people who wants to feel bad about their abilities.,"Cult-like devotion to over working oneself. Most often heard phrase while heading for the exit when trying to *only* work 75 hours a week is “where are you going?” followed by some unfinished task that could wait until the next day or request to assist next shift and ended with “you owe it to the business.” Safety matters until a production target is in jeopardy. Delusional insistence that the company has a “safety culture.” Leadership that is followed out of fear of reprisal vice actual ability to set realistic goals, convey a vision and earn trust.",Practice what you preach on the wall hangings. Implement/instill core values to guide the execution of leadership principles in an ethical manner that prioritizes long term profitability instead of quick and usually faked gains to add to a promotion package. Stop treating hourly employees as fungible/disposable units of pick/pack/stow/etc potential.
228,5.0,Current Employee,less than 1 year,N/A,"Dec 30, 2021","Delivery Driver in Saint Louis, MO","Saint Louis, MO",I have a talent of driving everywhere and I like to use my talent effectively.,"Big routes, small cramped areas, and sometimes a rude customer",
229,4.0,,,Nice in my particular building,"Nov 12, 2021","Amazon Warehouse Worker in Rialto, CA","Rialto, CA","Everyone was very nice and friendly, cared about each others well being. I know theres alot of horror stories about amazon but I personally did not experience anything like what others might say. I made alot of good friends, and it kept me busy and bills paid.","A great deal of leadership is fresh out of college adults who wont always be working very hard, and wont know what they are supposed to do as our managers to solve a problem and tend to pick favorites to go into different training classes.",Take more dedicated time in educating your new OPS managers. Many of the new comers are trained personally for a few days for a role I assume is very consuming and alot of information to remember. There are red vest managers who wont know how simple parts of their department even run.
230,1.0,Former Employee,more than 1 year,Soul Crushing and No Moral Compass in Leadership,"Dec 15, 2021",Operations Manager,,I survived with my integrity intact. Great compensation and benefits. A fantastic place for high performing people who wants to feel bad about their abilities.,"Cult-like devotion to over working oneself. Most often heard phrase while heading for the exit when trying to *only* work 75 hours a week is “where are you going?” followed by some unfinished task that could wait until the next day or request to assist next shift and ended with “you owe it to the business.” Safety matters until a production target is in jeopardy. Delusional insistence that the company has a “safety culture.” Leadership that is followed out of fear of reprisal vice actual ability to set realistic goals, convey a vision and earn trust.",Practice what you preach on the wall hangings. Implement/instill core values to guide the execution of leadership principles in an ethical manner that prioritizes long term profitability instead of quick and usually faked gains to add to a promotion package. Stop treating hourly employees as fungible/disposable units of pick/pack/stow/etc potential.
231,5.0,Current Employee,less than 1 year,N/A,"Dec 30, 2021","Delivery Driver in Saint Louis, MO","Saint Louis, MO",I have a talent of driving everywhere and I like to use my talent effectively.,"Big routes, small cramped areas, and sometimes a rude customer",
232,4.0,,,Nice in my particular building,"Nov 12, 2021","Amazon Warehouse Worker in Rialto, CA","Rialto, CA","Everyone was very nice and friendly, cared about each others well being. I know theres alot of horror stories about amazon but I personally did not experience anything like what others might say. I made alot of good friends, and it kept me busy and bills paid.","A great deal of leadership is fresh out of college adults who wont always be working very hard, and wont know what they are supposed to do as our managers to solve a problem and tend to pick favorites to go into different training classes.",Take more dedicated time in educating your new OPS managers. Many of the new comers are trained personally for a few days for a role I assume is very consuming and alot of information to remember. There are red vest managers who wont know how simple parts of their department even run.
233,5.0,Current Employee,more than 1 year,Great Opportunity,"Dec 23, 2021",Stylist Assistant,,"Really great team members/coworkers, positive environment, flexible scheduling options, good pay, good benefits","Such a large company with so many resources that sometimes it's easy to get lost when you need help on a specific thing, a lot of info about the company that can be a bit overwhelming to try to learn at the start",
234,4.0,,,Good Place to work,"Dec 30, 2021",Software Engineer,,Job stability and getting to work on interesting projects.,Can be long working hours and job satisfaction can vary team -to team,
235,5.0,,,Warehouse associate,"Dec 31, 2021","Licensed Practical Nurse (LPN) in West Palm Beach, FL","West Palm Beach, FL",Good environment practice and progression.,Must be able to handle oneself at all times. If only able.,Keep up the good work :)
236,4.0,Current Employee,less than 1 year,Good temporary job,"Dec 29, 2021","Amazon Warehouse Worker in Chino, CA","Chino, CA","Easy money, flexible hours, can quit whenever you want, most workers were easy going and nice people",temporary workers don’t get the same benefits as regular workers when it came to requesting time off,
237,4.0,Current Employee,more than 8 years,"It's been a great place to build a career, but getting harder to make a difference","Dec 22, 2021","Senior Manager, Product Management in Seattle, WA","Seattle, WA","- compensation is fair
- lots of ownership and ability to advance
- culture of writing and decision-making is great","- even as a senior leader, its becoming harder to own work with broad impact
- I am feeling at-odd with the treatment, pay, and benefits of hourly workers",
238,4.0,Current Employee,more than 5 years,Okay but could be better,"Dec 18, 2021","Staffing Coordinator in Burlington, NJ","Burlington, NJ",You often work on your own or with a small team & minimal micromanaging.,"Hours can change often, must be able to travel and be flexible to do so often, may have to go long distances to hold events, etc.",Listen to employees more often. Most o the time they are working in the filed and have the experience to make the changes that Amazon needs for continued overall success.
239,2.0,Current Employee,more than 1 year,The Money Isn't Worth It,"Jan 3, 2022","DLS Case Manager in Houston, TX","Houston, TX",Pay and benefits are awesome!,"The company does not treat you respectfully. They work you like a dog, and only provide minor incentives to keep you quiet about it. NO WORK/LIFE BALANCE!",
240,5.0,Current Employee,more than 5 years,An amazing company with the same old challenges of large enterprises,"Oct 8, 2021","Principal Solutions Architect in New York, NY","New York, NY",The Amazon Leadership Principles are real; that's not marketing | You have lots of opportunities to move laterally to other companies/teams under the Amazon umbrella; they are totally different companies inside the same holding | People are deeply technical and proficient in what they do; there's a lot of opportunities to learn | Excellent work/life balance (because you manage it) | Strong focus on information security | Very diverse,"Becoming too much sales obsessed | Chaotic information management (if you do not navigate well companies with a fluid governance model, it might not be a good fit for you) | The promotion process is very subjective; we have seen people leaving AWS to come back an year later, to work around the promotion process.","1/Run Leadership Principles refreshers twice a year, especially for the higher leadership, people on sales, and for executives coming from less customer-obsessed companies; 2/Create a mechanism for people to provide anonymous and transparent feedback about the higher management (A Glassdoor for the higher management, accessible to all employees); 3/Create mechanism to make the promotion process less subjective."
241,5.0,Current Employee,less than 1 year,Company Culture,"Dec 29, 2021","Associate in San Antonio, TX","San Antonio, TX","Great company culture. Career choice and development towards employee is rich, assessable and rewarding.",Employee has to be a full time. Employee has to have a blue badge and worked for a year.,
242,4.0,,,It’s ok,"Dec 31, 2021","Delivery Driver in Lawrenceville, GA","Lawrenceville, GA",They have everything you need to do your job,Not consistent work from week to week,
243,4.0,Current Employee,less than 1 year,Good Company,"Dec 31, 2021","Sortation Associate in Denver, CO","Denver, CO","pay 
benefits
opportunities for advancement
lots of career choices","long shifts
night hours
work life balance",be more employee obsessed
244,5.0,Current Employee,more than 1 year,Great,"Dec 31, 2021","Amazon Warehouse Worker in Tucson, AZ","Tucson, AZ","good pay great benefits, different shifts","long shifts, no bonuses, strict attendance",give more time off/bonuses
245,5.0,Current Employee,less than 1 year,Great place,"Dec 29, 2021","Building Maintenance in Tampa, FL","Tampa, FL",Everyone is friendly and helpful. The environment is likely the best Ive ever worked in.,"There is a lack of challenge, many easy tasks are contracted out.",
246,5.0,,,Good,"Dec 30, 2021",CEO,"Chicago, IL",working for just 3 hours a day.,"You don't get dumb ceos
Anyone reading this please scroll down and dont waste your time.",
247,4.0,Former Employee,more than 3 years,You get what you put in,"Nov 30, 2021",Area Manager,,"Opportunity for promotion is performance based, not by tenure or anything else, making it easier than a traditional company to get promoted.",Expected to work way more than 40 hours a week and during the holiday season closer to 60 with no OT or any increase in pay. They say that it is included as part of your total comp when you are hired. It is part of the culture to be over worked in operations so nobody does anything about it.,Provide consistent support for lower level management. Amazon associates and upper management are focused on but the well being of area managers seem to be forgotten about most of the time.
248,5.0,Current Employee,less than 1 year,The Overall,"Dec 29, 2021","Software Development Engineer in Austin, TX","Austin, TX","Great Teamwork, Great Experience, Great Atmosphere !",Takes a while to learn everything and get in the groove to be a solid participant to your team!!,
249,5.0,Current Employee,less than 1 year,A whole-hearted review,"Dec 15, 2021","Information Technology Specialist in Colorado Springs, CO","Colorado Springs, CO","The manager is truly invested in you being successful
The Team works extremely well together
The training makes sense, not just a bunch of fluff","We want to help everyone, all are important.
Sometimes, you have to follow procedures that are established.
Customers can show their sense of urgency by ensuring a ticket is created.
It is not a good feeling to turn one away, but we can't risk employment for failure on the customer to follow the rules.",none at this moment
250,4.0,Current Employee,more than 3 years,Great opportunities,"Dec 19, 2021","Senior Program Manager in Seattle, WA","Seattle, WA",There’s always something to do and improve. The scope can be exciting to work on when you’re working with a great team.,"It can difficult to leave work alone for the day, especially in the pandemic. Pre-pandemic was a lot of work but","I’ve had the advantage of having really awesome managers, but skip-levels are another story. Senior leaders (L7+) can be a hit or a miss."
251,5.0,,,Very good company to work for,"Dec 29, 2021","Security Analyst in Seattle, WA","Seattle, WA",Very flexible environment imo. A lot to learn as well.,Depending on your team you can get a lot of pressure,
252,5.0,Current Employee,less than 1 year,Good and bad,"Dec 29, 2021",Picker,,They pay is nice could be better,You getting a good amount of excerise,Find a better way to get in contact with employees
253,1.0,Former Employee,less than 1 year,Terrible Company STAY AWAY FOR THE LOVE OF WHATEVER YOU BELIEVE IN,"Dec 23, 2021","Area Manager in Woodside, NY","Woodside, NY","Compensation, insurance, hires new graduates, freebies, occasional free food and snacks","Sign on bonus (must be paid back prorated if terminated or resign under contract length), toxic culture, corrupt and terrible HR, terrible leadership, terrible employees, work life balance is not good (3 days off in which your burnt out and try to have a life until you repeat those long 4 days), political environment (work political), hard work is nothing unless your liked at Amazon, leadership principles that are not followed, unorganized, many links on Amazon, everything is about metrics, insufficient training, unhelpful staff sometimes, secret systems, backstabbing environment, promotion hungry people, demonizes assertiveness, gossipy, boring",You all should get fired. I don’t know where Amazon gets you guys. Very unhelpful and loves to give orders without knowing much and/or acts like a dictator.
254,5.0,,,Great so far,"Dec 17, 2021",HR,,Loved my experience so far. Team is extremely collaborative. Onboarding is very self-service - you get out of it what you put in it. Great environment for someone who wants to learn and make an immediate impact.,"A lot of Amazon-unique systems and processes to learn and navigate. As an external hire, took some time for me to wrap my head around them all and some are much better than others.",
255,4.0,Current Employee,more than 1 year,Its worth sticking around if you're wanting a free or almost free education.,"Nov 23, 2021","Fulfillment Associate in Tulsa, OK","Tulsa, OK","Amazons multiple internal upskilling initiatives. Most are 100% paid for by Amazon, others will pay you to learn.",Most of these programs have rigid requirements. The most inconvenient being a minimum of a year of employment is needed to qualify. While others have very high standards you'll need to meet before you can be accepted into the program - usually requiring the use of your free time.,"If the intention is to upskill 100,000 employees by 2025, I would suggest lower some of the requirements, or providing paid time to prepare or study to get into these programs rather than forcing people to spend months of their free time working on something they may not even be accepted into."
256,5.0,Current Employee,less than 1 year,Peculiar = Great,"Dec 28, 2021","Compliance Program Manager in Boston, MA","Boston, MA","Abundance of developmental resources.
You will learn to be peculiar.
Smaller, comfortable team sizes.","The breadth of Amazon is complex.
Understanding which resources to leverage and when.
Colleague and management turnover is common.",
257,4.0,,,Decent Job,"Dec 31, 2021",Amazon Seasonal Fulfillment Associate,,"Flexible hours, good benefits, gives proper support","Constant pressure, small breaks, average pay",
258,2.0,Former Employee,more than 1 year,Not for everyone,"Dec 21, 2021","ICQA Data Analyst in Kernersville, NC","Kernersville, NC",You get to work alone and not be bothered with until a picker or stow comes behind you on their machine blowing the horn rushing you to count your ONE bin that has over 30 items in it,"Work is rushed, expect you to hit a certain accuracy everyday with only 3 people able to irdr count. Grown people acting like kids because they can't do whatever they want to when they come to work. Not enough money for the amount of work you have to do for 10 hours, 15 minute breaks are more like 8 minutes because you have to find a park and that cuts your break time off.",Stop treating your workers like numbers and start treating them like people!
259,4.0,Former Employee,more than 1 year,Iits a good job,"Dec 29, 2021",Warehouse Picker,,Get lots of exercise during your shift,It is a rough job on an older person,These people work hard so be nice
260,5.0,Current Employee,less than 1 year,Great manager and team,"Dec 15, 2021",Anonymous Employee,,"I have felt nothing but support from my manager, my team, and the whole onboarding experience. My manager has taken the time to break down the role, talk me through the best way to manage my day-to-day, and where to find information that is prevalent to my normal routine. We have a great team dynamic that has been one of the greatest work experiences to me so far.",None - the experience has been wonderful.,
261,4.0,Current Employee,less than 1 year,Good money,"Dec 30, 2021",Picker/Packer,,The pto and unpaid time is very convenient for emergencies.,Long work hours and a lot of standing,None
262,4.0,Former Employee,less than 1 year,Warehouse,"Dec 21, 2021",Seasonal Associate,,"Get to gain tons of experience within amazon’s work environment.

Good pay, and good hours

Friendly environment","Really long shifts

Vacation time is poor

Sometimes management isn’t helpful or friendly

One mistake at times cost you your job","Be more positive, and real nice and friendly to future associates. Less negative energy. To be caution about your associates health or energy inside if ignoring them."
263,4.0,Former Employee,more than 1 year,Fast pace environment,"Dec 28, 2021",Picker/Packer,,They have good benefits and have a decent pay,Fast pace and can’t keep with speed rate. They monitor your rate of your speed working,
264,4.0,Current Employee,less than 1 year,good pay perfect for college students,"Dec 26, 2021","Inbound Stower in San Marcos, TX","San Marcos, TX","good pay , perfect for college students, 12 hour shift works only 3 days a week, great benefits, time off","peak season 5, 12 hour shifts a week. long shift",allow phones and head phones
265,4.0,Former Employee,less than 1 year,tiring but slow after holidays,"Dec 29, 2021","Packer in Riverside, CA","Riverside, CA",weekly pay and PTO available on the app,Can feel rushed and the constant repetitive movements can be painful over time,
266,2.0,Current Employee,less than 1 year,It's like that other job you didn't like,"Sep 29, 2021","Flow Lead in Tempe, AZ","Tempe, AZ","It's hard to dislike something you don't understand. 

A great job for people who can easily memorize things and aren't concerned with a social life or clear career trajectory.

Training is indefinite to match inconsistent metrics. 

Considered a springboard role into other departments. 

They pay you money. and you get days off sometimes. 

If you enjoy endless overly imposing politically correct propaganda veiled as community engagement look no further.

Someday we'll all look back and laugh.","Leadership is structured to shield their exposure to accountability by creating arbitrary and invisible moving metrics. 

No one can coherently describe the job. It's not clear even leadership understands what their role is or the role of the department entirely. Even when flow leads do well they don't seem to know why but try really hard to at pretend they do.

The schedule is unforgiving and will likely make it difficult to engage with a typical social life. Any days you have off are endlessly under threat of mandatory extra time imposed without notice thanks to perpetual understaffing. 

Unproductive mandatory video streamed meetings (conducted while you're actively working) are treated like Youtube livestreams, where middle managers attempt to be zany and entertaining while responding to live chat messages from employees and doling out updates that were already communicated by email.

Anything can be used as a negative ""opportunity"" on your performance review precluding you from any opportunity for transfer into another department you may be better suited for. This is a tired management technique meant to keep disposable staff on hand for less desirable shifts/work.",Like it would matter
267,4.0,Former Employee,more than 1 year,Critical Pull Time Associate,"Dec 28, 2021","CPT in Staten Island, NY","Staten Island, NY","Free Gym membership on Ship Dock.
Weekly paycheck. 
4 days/10 hour shift each day.
This fulfillment center in Staten Island pays $20 & up.","Long hours.
Repetitive work.
At Will Job.",
268,4.0,Current Employee,more than 1 year,A great company to start your career,"Nov 17, 2021",Data Center Technician,,"1. The feeling to impact customers by fixing servers
2. Good start out wage for your first job in your career
3. Learn a vast knowledge from network, servers, computers, and more
4. Many branches and avenues you can go into for your career.","1. Not given designated time to learn new skills or take courses like Linux
2. When your full time, your shift can change from days to nights, weekdays to weekends. 10-12 hour shifts, does need getting use too at first.

There are alot of things that can be good for some or bad for others like always changing pace.",Make sure you always make sure your team is doing great and have them interact more with there team both physically and virtually. A manager that cares is a huge impact for a team to care.
269,5.0,,,Amazon floor staff,"Dec 29, 2021",Floor Staff,,Is easy not that much work,Is heavy work. Better be in shape if you gonna do it,Have more communication
270,4.0,Former Employee,more than 1 year,Critical Pull Time Associate,"Dec 28, 2021","CPT in Staten Island, NY","Staten Island, NY","Free Gym membership on Ship Dock.
Weekly paycheck. 
4 days/10 hour shift each day.
This fulfillment center in Staten Island pays $20 & up.","Long hours.
Repetitive work.
At Will Job.",
271,4.0,Current Employee,more than 1 year,A great company to start your career,"Nov 17, 2021",Data Center Technician,,"1. The feeling to impact customers by fixing servers
2. Good start out wage for your first job in your career
3. Learn a vast knowledge from network, servers, computers, and more
4. Many branches and avenues you can go into for your career.","1. Not given designated time to learn new skills or take courses like Linux
2. When your full time, your shift can change from days to nights, weekdays to weekends. 10-12 hour shifts, does need getting use too at first.

There are alot of things that can be good for some or bad for others like always changing pace.",Make sure you always make sure your team is doing great and have them interact more with there team both physically and virtually. A manager that cares is a huge impact for a team to care.
272,5.0,,,Amazon floor staff,"Dec 29, 2021",Floor Staff,,Is easy not that much work,Is heavy work. Better be in shape if you gonna do it,Have more communication
273,5.0,Current Employee,less than 1 year,Good agency to pushback again manager,"Dec 29, 2021","Business Intelligence Engineer in Seattle, WA","Seattle, WA","Relatively meritocratic, efficient internal processes. High accountability.",Everything is internal tools so hard to take out of amazon,
274,4.0,,,"Good Pay For Position, Dull, Difficult Work","Dec 27, 2021",Associate,,"Good Pay, You can listen to music, eventually you can do job on autopilot.","Hard work, sometimes mandatory overtime (during the week of Prime day, 11 hour days)",
275,4.0,Current Employee,more than 1 year,"Not as bad as they all say, but be prepared for dumb stuff still","Dec 6, 2021","Operations Specialist in Seattle, WA","Seattle, WA","- great work culture
- work from home
- cool teams
- loads of discounts(even though they kinda suck) and 
- looks good on a resume","- will lie to you about starting wages (oh that position only can make $X per hour, so we can't offer any higher compensation)
- dissuades you from talking to coworkers about wages (check out the National Labor Security Act plz)
- REAL hard to raise in the ranks unless you overwork yourself drastically","Maybe suck a little bit less, people under L5 are people too"
276,4.0,Current Employee,less than 1 year,Good entry into IT,"Dec 20, 2021","IT Support Associate II in Edgerton, KS","Edgerton, KS","Always something to do -
Lots to learn.
Mix between Windows and Linux systems.
Lots of hardware to work on.",Tons of printers and scanners to trouble shoot - wouldn't really call this a con but at least half of the work involves configuring printers and scanners for the workstations. After you have worked on a few they get pretty easy.,
277,5.0,Current Employee,more than 5 years,Love it!,"Dec 29, 2021","Administrative Support IV in Phoenix, AZ","Phoenix, AZ","Flexibility, Productive, Opportunity for growth",Work from home is not permanent,Mangers would benefit by being more enraging with their team
278,5.0,Current Employee,less than 1 year,H,"Dec 30, 2021","Package Handler in Pontiac, MI","Pontiac, MI","Good work out, laid back",You have to Work your whole shift,Don’t think to hard
279,5.0,Current Employee,less than 1 year,Great company with tons of growth!,"Dec 27, 2021","Senior Program Manager in Seattle, WA","Seattle, WA","Amazon is a fast pace company, willing to try new things!",Hard to add to projects after the initial project scope was signed off!,"None, so far!"
280,5.0,Current Employee,more than 5 years,Great company to work for,"Dec 22, 2021",Field Transportation Lead,,"There are lots of opportunities for advancement
Fun and supportive work environment with talented people
Fair compensation","It can be difficult for external hires to get up to speed, but there's always someone willing to help teach you.",Work with other departments by sharing information and tricks of the trade
281,4.0,Current Employee,more than 3 years,Processor,"Dec 22, 2021","Customer Returns Processor in Las Vegas, NV","Las Vegas, NV","Set schedule, Benefits, overtime offers.",Management is horrible. Pick better candidates for jobs like that. Some Ams and Pas definitely do not know how to talk to associates. They always have some type of attitude for no reason at all. Favoritism is definitely a problem there as well.,Hire people that are respectful.
282,4.0,,,Physically exhausting,"Nov 3, 2021",Warehouse,,"-PTO
-Decent money
-Lots of exercise
-Great benefits","-Overworked
-Some supervisors just sit on their butts telling you what to do rather than be out there working alongside us, like the best ones do.
-I worked 3rd shift, we were understaffed... some lines are overflowing and full of heavy stuff and you will mess up your back as a builder. 
-Eventually you may be physically unable to continue
-Unless you scan but then you have someone on your butt the whole time, at least Outbound it's more independent work, just be careful if you are offered to be a TDR, it's not really worth it there is no pay raise just more work the majority of the time","-Managers should be working as hard as your people.. It's not right how some just sit around bossing people around... especially when there may be an overflow and the person in the truck is overwhelmed.
-Bring back allowing two people in a truck... some lines are killers."
283,5.0,Current Employee,more than 8 years,Stacking,"Dec 29, 2021",shelf stacking,,Cause I want this job,Like working there because it's a cool job,I thing I be better and help everyone
284,5.0,Current Employee,less than 1 year,New to Amazon,"Nov 29, 2021","ASM Manager in Manassas, VA","Manassas, VA",The on-boarding system is phenomenal. It truly covers everything from who your training buddy will be to introductions to different team members. Of all the past companies I have worked this is by far the best on-boarding experience I have had.,"There was a system issue with the laptop ordering which took a few extra days to arrive but the arrival was still very quick with in 48 hours of my start date I even had a new computer, bag, headphones.","More for Recruiting, verify that the equipment ordering process is properly sent and also order docking stations for new employees since the new laptops take a new docking station version."
285,4.0,Former Employee,less than 1 year,Worker,"Dec 30, 2021","Associate in Tulsa, OK","Tulsa, OK",The pay and the hours,Some of the managers/ambassadors could be an a hole.,Good luck
286,5.0,Current Employee,more than 1 year,Great,"Dec 30, 2021",Sortation Associate,,Great pay and great people to work with,A lot of standing and physical work.,
287,4.0,,,Shipping receiving,"Dec 30, 2021","Wherehouse Employee in Houston, TX","Houston, TX",Package drop off and pick up.,You can use company vehicle or your own vehicle,
288,5.0,,,Okay,"Dec 31, 2021",Package Handler,,Good pay sometimes give extra when you first apply,Short breaks and sometimes felt rushed,
289,4.0,Current Employee,less than 1 year,Amazing Opportunity,"Dec 21, 2021","Support Level Specialist in Nashville, TN","Nashville, TN","As a new Amazonian, my focus is to immerse myself in Amazon culture. Amazon has so many virtual ways for me to do that, and I am loving what I am learning - I see so much potential for myself and others at this company!",Tough to be a new hire in a WFH scenario,
290,5.0,Current Employee,more than 1 year,Very Good Job,"Nov 30, 2021",Area Manager,,"The pay is good as an external level 5. Depending on department, tech skills needed varies. Amazon cares about work/life balance (except in December). Benefits are the best.","Constant need for process improvement that leads to projects that are silly. Little help with developing projects. Amount and type of standard work leads to a lot of check the box. Turnover at all levels of leadership causes you to change manager often, which creates issues in moving up if not self directed. Onboarding was awful (here is a laptop, take some knets, and get to it)",Streamline all software to talk to each other.
291,4.0,Former Employee,less than 1 year,Great experience,"Dec 29, 2021",Sorter,,Huge sign on bonus. Flexible scheduling.,Management was unclear. No direct manager I knew by name. No sense of team.,
292,4.0,Current Employee,more than 3 years,Decent Place,"Dec 29, 2021","Warehouse Worker in Smyrna, GA","Smyrna, GA",Nice pay & simple work,Training is minimal at best,Focus on ensuring that new hires are being trained properly
293,5.0,,,Amazing amazon experience,"Dec 29, 2021","Warehouse Process Guide in Baltimore, MD","Baltimore, MD","Fast environment, room for growth, great people. Pto","Mandatory extra time, hard work",Get to know your employees
294,5.0,Current Employee,less than 1 year,Best place to work .,"Dec 18, 2021","Inbound Stower in Fresno, CA","Fresno, CA",Many hours availability & pay is amazing &varies overtime if wannna make extra money they just have so many opportunities to help anyone grow in their company.,Walking a lot n less break time feels like our breaks aren’t enough with the hours we do.,Allowing family to work while also parenting our children and not over working us .
295,5.0,,,Hard work meets diverse co-workers,"Dec 30, 2021","Digital Photography Technician (L5) in Los Angeles, CA","Los Angeles, CA",All the people are great.,all that grind is not.,
296,2.0,,,A Varied Experience,"Nov 24, 2021","IT Support Specialist in Sparks, NV","Sparks, NV","As a job meant to be temporary, Amazon will provide a decent pay for meaningless work on a full-time basis with the option to go part-time of course. Not to mention decent benefits and a bank-based time off system.","Management can vary however it mostly consists of fresh college graduates who are power-hungry and lack respect to their underlings. Aside from questionable safety practices and strict policies, you'll most of your day feeling like a zombie due to the mindless work one must perform. If you get unlucky, you'll be assigned the role with a daily rate one must hit. This usually involves unfair write ups from LODs if you are suspected of underdelivering while common offenders of phone use and ""time-off task"", as they call it, are left alone.","Neuter your management across the board, it shows lack of involvement and ignorance when an ineffective manager keeps harassing their employees. Additionally, numbers aren't everything. Instead of ""looking at the bigger picture"" quoted from a manager I worked with, focus on how productivity is impacted by micromanagement and lack of support from LODs."
297,5.0,,,Good,"Dec 28, 2021","Warehouse Worker in North East, MD","North East, MD","Easy
Good pay
Nice people
Short distance to work
3 days off","Number not a person
Heavy boxes
Long work day
Not much room for promotion
Not much space",My management is great
298,2.0,,,Driver,"Dec 29, 2021","DSP/Driver in Moreno Valley, CA","Moreno Valley, CA",Great pay and hours are flexible not much good to say here,Rude and incompetent supervisors hours never seam to end even when you get done early they will make you “rescue” over and over again work from 10am to 10 pm very hard and unsafe locations they try to put you in,Communicate better don’t give you fault write ups that will get you fired it’s not fair to get a write up about running stop signs when no one even in the own vehicle dose that
299,5.0,Current Employee,less than 1 year,Better than expected,"Dec 20, 2021","Program Manager in Seattle, WA","Seattle, WA","Robust onboarding process
Excellent benefits and employee resources 
Sound strategic planning and processes
Advancement opportunities",Vacation time and holidays off were less than other like organizations,Continue looking at WFH/remote options as long term solutions for those positions where it makes the most business sense. Be creative where it might not seem to be a fit.
300,5.0,,,Hard work meets diverse co-workers,"Dec 30, 2021","Digital Photography Technician (L5) in Los Angeles, CA","Los Angeles, CA",All the people are great.,all that grind is not.,
301,2.0,,,A Varied Experience,"Nov 24, 2021","IT Support Specialist in Sparks, NV","Sparks, NV","As a job meant to be temporary, Amazon will provide a decent pay for meaningless work on a full-time basis with the option to go part-time of course. Not to mention decent benefits and a bank-based time off system.","Management can vary however it mostly consists of fresh college graduates who are power-hungry and lack respect to their underlings. Aside from questionable safety practices and strict policies, you'll most of your day feeling like a zombie due to the mindless work one must perform. If you get unlucky, you'll be assigned the role with a daily rate one must hit. This usually involves unfair write ups from LODs if you are suspected of underdelivering while common offenders of phone use and ""time-off task"", as they call it, are left alone.","Neuter your management across the board, it shows lack of involvement and ignorance when an ineffective manager keeps harassing their employees. Additionally, numbers aren't everything. Instead of ""looking at the bigger picture"" quoted from a manager I worked with, focus on how productivity is impacted by micromanagement and lack of support from LODs."
302,5.0,,,Good,"Dec 28, 2021","Warehouse Worker in North East, MD","North East, MD","Easy
Good pay
Nice people
Short distance to work
3 days off","Number not a person
Heavy boxes
Long work day
Not much room for promotion
Not much space",My management is great
303,2.0,,,Driver,"Dec 29, 2021","DSP/Driver in Moreno Valley, CA","Moreno Valley, CA",Great pay and hours are flexible not much good to say here,Rude and incompetent supervisors hours never seam to end even when you get done early they will make you “rescue” over and over again work from 10am to 10 pm very hard and unsafe locations they try to put you in,Communicate better don’t give you fault write ups that will get you fired it’s not fair to get a write up about running stop signs when no one even in the own vehicle dose that
304,5.0,Current Employee,less than 1 year,Better than expected,"Dec 20, 2021","Program Manager in Seattle, WA","Seattle, WA","Robust onboarding process
Excellent benefits and employee resources 
Sound strategic planning and processes
Advancement opportunities",Vacation time and holidays off were less than other like organizations,Continue looking at WFH/remote options as long term solutions for those positions where it makes the most business sense. Be creative where it might not seem to be a fit.
305,4.0,,,Above average working establishment,"Dec 29, 2021","Package Handler in San Diego, CA","San Diego, CA","Very welcoming
Straight to the point
Training
Friendly employers","Vague sense of duty
Cursory glance over the definition of different terms",
306,4.0,Former Employee,less than 1 year,Work,"Dec 30, 2021","Sortation Associate in Concord, NC","Concord, NC",Work is easy location was good,Very tiring and managers don’t care,Longer breaks
307,2.0,Current Employee,more than 3 years,It takes grit,"Jan 3, 2022",Employee Experience Design Manager,,You meet a lot of hard working and driven people,The chance of burnout is high whether youre in corporate or in a warehouse,
308,3.0,Current Employee,more than 3 years,IT mule for Amazon,"Jan 3, 2022",IT Equipment Coordinator,,Easy work for the Tier 1,Pay and inflexibility schedule - usually stuck on donut shift,Give ECs more opportunity for promos
