,Parsed review,Similar review,Similarity Value
208,"Only thing I can think of is that there isn't much hand holding here. Everyone is expected to figure out answers to questions while on boarding on their on. I don't mind, it helps me learn, but it may bother others.","Only thing I can think of is that there isn't much hand holding here. Everyone is expected to figure out answers to questions while on boarding on their on. I don't mind, it helps me learn, but it may bother others.",1.0
209,"On your feet for multiple hours, no designated bathroom breaks without someone to stand in for your possession, some heavy lifting is involved although 40lbs and under are most typical.","On your feet for multiple hours, no designated bathroom breaks without someone to stand in for your possession, some heavy lifting is involved although 40lbs and under are most typical.",1.0
210,"Only thing I can think of is that there isn't much hand holding here. Everyone is expected to figure out answers to questions while on boarding on their on. I don't mind, it helps me learn, but it may bother others.","Only thing I can think of is that there isn't much hand holding here. Everyone is expected to figure out answers to questions while on boarding on their on. I don't mind, it helps me learn, but it may bother others.",1.0
211,"On your feet for multiple hours, no designated bathroom breaks without someone to stand in for your possession, some heavy lifting is involved although 40lbs and under are most typical.","On your feet for multiple hours, no designated bathroom breaks without someone to stand in for your possession, some heavy lifting is involved although 40lbs and under are most typical.",1.0
212,"Their current employment ads list sign-on bonuses but their are conditions. Make sure you ask HR for specifics if the opportunity presents itself before you sign the contract to work.
As a seasonal part-time at a Delivery Station Warehouse I was eligible for a hefty bonus but only a portion would be given after 90 days. Seasonal employment rarely lasts 90 days so if one is released within the 90-day period--no bonus. 
I believe the sign-on bonus is a carrot to get folks to sign-up. A little disingenuous, I think. It's sort of the ol' business practice of ""bait n switch"".
 Employee beware.","They work every energy bar out of you.
Can't take a vacation until worked for at least 12 months.
Very very limited paid-time vacation pay; the majority of the vacation time is unpaid.
Supervisors hound you to make sure you process ""x"" amount of items per hour, while they sit down in a chair. 
I get it they're doing ""computer work"" but every time I turned around they were caught watching Netflix/listening to music while they harass people to work faster.
The management people I was working with repeatedly made homosexual advances in the workplace... Just because you're in a higher position, doesn't mean the sexual harassment policies don't apply to you! Pathetic. Made working there very uncomfortable. 
When I attempted to alert their bosses, they'll would give me falsified contact information because they didn't want to get reported, or get on the one who is doing the harassing's ""bad side"" which is very selfish. Overall, I would work here again because of the consistent pay, benefits, etc... However, next time around I will make sure I keep my distance from the supervisors at OKC1 Facility near Will Rogers Airport, OKC, or any other facility in the states. I will make sure I don't alert other authorities there about the sexual harassment in-person (only online via phone call or email) because a lot of times, the supervisors are very aware of how important the job is to them and most-likely will change the narrative of the story. Also, the managers would pull just about every worker in the station about their ""time off task"" however, everyone who was working there at the time knew that a good amount of the time, the restrooms were closed due to either 1)spot-cleaning or 2)construction/deep-cleaning maintenance. This is very unprofessional for the managers to accuse workers of not working because we'll have been gone for longer than 5-10 minutes due to having to wait in line to use the restaurant and go up and down different floor levels to hopefully find an open restroom! I drunk a lot of water when working because of the highly expected process rate. It's truly a workout, which I am okay with when working at any facility given I've worked at two different facilities thus far(one part-time and one full-time). So, what would I do differently? I would make sure I wait until hired again (because I resigned, have to wait 12 months to be considered to work again when resign, I'm not sure what the policies are when fired, but when resigned, this is the message I received from Amazon) and wait until I find out who my supervisors are, and do research on them to find out who their supervisors are so I am not the only worker their without leverage if those issues occur again therefore, I will have the clear option of reporting any supervisors violating any rules or make the work-environment uncomfortable instead of leaving because THEY'RE the one's in the wrong!",0.4953
213,"Fast-paced isn't everybody's thing, and it's up to you to set boundaries to maintain work-life balance.","- Too many systems/software to work with.
- Have to set boundaries when it comes to life and work balance. 
- Not well-organized. There is a lot of disconnect between different teams.",0.5629
214,"Can be difficult work. Moving up can be difficult without proper support, without moving around, and without a wide open schedule to work with.","Organization and communication can be a challenge to maneuver around 
Hours can become a challenge when managing a hectic schedule 
Having to be available for any shift in order to move up in certain positions
Work expectations and policies can change and can be confusing",0.4592
215,none so far compared to previous jobs,New employee. No cons so far.,0.3086
216,Short breaks can be hard on your body,Hard manual labor can be hard on the body,0.6396
217,"Managers, pay, holiday pay , and coworkers",Pay and inflexibility schedule - usually stuck on donut shift,0.3536
218,"* I’ve been with two teams and both times I’ve been given a role that is not what I was hired for. 
* The training is virtually non-existent. The internal tools to manage packages (Brazil) and their accompanying documentation are abysmal. 
* So many managers here seem to be excellent sales reps and they have sold me a role twice that is just not at all what I signed up for. There doesn’t seem to be any accountability on leadership for righting their wrongs once you make it in. It’s “Shut up and do what we tell you or get out.”
* No integrity in leadership. My current manager is literally lying to her manager about me simply because I refuse to be a QA Engineer when I was hired as a cyber security engineer.
* Nowhere to go. I’ve escalated my concerns and have received no responses. I am being forced to resign unless I want to endure more punishment from my manager.","Leadership is structured to shield their exposure to accountability by creating arbitrary and invisible moving metrics. 

No one can coherently describe the job. It's not clear even leadership understands what their role is or the role of the department entirely. Even when flow leads do well they don't seem to know why but try really hard to at pretend they do.

The schedule is unforgiving and will likely make it difficult to engage with a typical social life. Any days you have off are endlessly under threat of mandatory extra time imposed without notice thanks to perpetual understaffing. 

Unproductive mandatory video streamed meetings (conducted while you're actively working) are treated like Youtube livestreams, where middle managers attempt to be zany and entertaining while responding to live chat messages from employees and doling out updates that were already communicated by email.

Anything can be used as a negative ""opportunity"" on your performance review precluding you from any opportunity for transfer into another department you may be better suited for. This is a tired management technique meant to keep disposable staff on hand for less desirable shifts/work.",0.5812
219,Long works shifts. Gets pretty hot. Some childish employees due to easy application process!,I experienced working long shifts,0.2673
220,"I won't sugar coat it, the workload is pretty high. Being an hourly employee ensures I'm not working 60+ hours a week, but while I'm there I feel like I'm barely treading water. A lot of it though is due to staffing shortages at the moment, and from what I understand has not always been the case.","Work environment is one of the worst I've experienced. My experience may be a bit biased due to the boss I have, but from everything I've heard from friends in the same career, it's more common than not to have the same experience. The disconnect between management and operations is astronomical. Each person is truly treated like a number and the sole objective of everyone above you is to get to the next level, and not create a happy work environment. You will be thrown under the bus if it saves another person's career, without hesitation. 
Along with this is the category of pay. Since Amazon is such a large company, a large portion of your pay is composed of stocks. I was promised, in my hiring contract, that I would start earning my portion of stocks on my one-year anniversary. Little did I know, in reality it takes 2 years for you to start earning this portion of your salary.
Finally, they prevent the people who deserve it most from being promoted. This sentence does not apply to me, but the people I work with. Some of my coworkers have been with the company for over 4 or 5 years and management refuses to promote them due to a ""language disconnect"". Funny enough, everyone but management and operations leaders seem to understand them just fine with no problems. 
The company is composed of lies and disconnections in all levels of work.",0.4795
221,"Stick to your schedule as much as humanly possible it takes time to fix your hours
Long hours can be tedious when everything slows down towards the end of the day
Arriving late can mean doing an entirely different job for the whole day
Always someone who can replace you","Can be difficult to get promoted, all depends on your manager as your manager is supposed to write a paper that shows you have met the job leveling guide requirements for the next level. In addition, one needs to get 4-8 feedback requests, then a panel votes on it and your manager either defend you or not. If your manager tells you not to do the promotion process, that means they will not support you. Be prepared to write your own doc as well so the manager can have less work, since writing it can take 1-2 quarters. If you don't get promoted the first time, you can try again the next quarter or two, but having that manager support will be necessary. If your manager changes, it will be more difficult as your new manager can't vouch for you, so another leader will be an enacting overseer. 
Due to the promo process, it may not make sense to switch roles, even if you wanted to.
It's a male club. As a female on the ProServe Professional Practice, I would not be invited to group outings like skiing/dinners, because they ""forgot."" 

Management would not attend meetings when asked, but then would find out they were in an in person meeting for another team members opportunity.

As an individual who did not have kids, it made it harder as well. Managers/leaders would meet up with team members and their kids.

For Professional Services, time sheets are important and have been part of firing panels where a person was fired over missing one timesheet form their improvement plan.",0.4735
222,Very large and complex organization.,During peak season and can get very overwhelming and unorganized,0.3873
223,"Not really cons but more of reality with a path to turn a perceived negative into a helpful positive. We do work hard and smart, as needed for the benefit of our customers, partners, our communities, and us employees. The bar remains high to get hired. Therefore, continue to study hard, work smart, and demonstrate experience that is well-rounded across business, technology, and operations. And read Strunk & White to learn how to master your writing skills - that's the basis of all communication, and communication ensures a successful career and a successful company, most especially here at Amazon.","The Devices org maintains a thoroughly toxic culture that rewards unhealthy work/life balance and demoralizing treatment by mid-level (L7 and L8) management. No work life-balance unless you're a VP with an admin to shield you from the insanity. Emails are sent at 2am by coworkers to show that they are still up and working. Finance uses outdated and cumbersome financial reporting systems, paired with much-too frequent reporting cycles. The company's product development decisions are driven by narrative docs that incentivize telling a compelling story over building a solid business case based on data analysis and diverse thought. Speed is more important than accuracy. 
 Deliverables and timelines come out of nowhere and are at the whim of your VP, where months of challenging work to prepare for a meeting can be made worthless at the literal last minute. Working here combines the fast pace and stress of a start-up with the mediocre management and cumbersome business systems/processes of an enormous multinational company. The unheard of annual employee churn (150%, see NYT article) speaks for itself.",0.544
224,"fast-paced environment, be aware of time off task, sometimes hard to reach the goals for the day","They work every energy bar out of you.
Can't take a vacation until worked for at least 12 months.
Very very limited paid-time vacation pay; the majority of the vacation time is unpaid.
Supervisors hound you to make sure you process ""x"" amount of items per hour, while they sit down in a chair. 
I get it they're doing ""computer work"" but every time I turned around they were caught watching Netflix/listening to music while they harass people to work faster.
The management people I was working with repeatedly made homosexual advances in the workplace... Just because you're in a higher position, doesn't mean the sexual harassment policies don't apply to you! Pathetic. Made working there very uncomfortable. 
When I attempted to alert their bosses, they'll would give me falsified contact information because they didn't want to get reported, or get on the one who is doing the harassing's ""bad side"" which is very selfish. Overall, I would work here again because of the consistent pay, benefits, etc... However, next time around I will make sure I keep my distance from the supervisors at OKC1 Facility near Will Rogers Airport, OKC, or any other facility in the states. I will make sure I don't alert other authorities there about the sexual harassment in-person (only online via phone call or email) because a lot of times, the supervisors are very aware of how important the job is to them and most-likely will change the narrative of the story. Also, the managers would pull just about every worker in the station about their ""time off task"" however, everyone who was working there at the time knew that a good amount of the time, the restrooms were closed due to either 1)spot-cleaning or 2)construction/deep-cleaning maintenance. This is very unprofessional for the managers to accuse workers of not working because we'll have been gone for longer than 5-10 minutes due to having to wait in line to use the restaurant and go up and down different floor levels to hopefully find an open restroom! I drunk a lot of water when working because of the highly expected process rate. It's truly a workout, which I am okay with when working at any facility given I've worked at two different facilities thus far(one part-time and one full-time). So, what would I do differently? I would make sure I wait until hired again (because I resigned, have to wait 12 months to be considered to work again when resign, I'm not sure what the policies are when fired, but when resigned, this is the message I received from Amazon) and wait until I find out who my supervisors are, and do research on them to find out who their supervisors are so I am not the only worker their without leverage if those issues occur again therefore, I will have the clear option of reporting any supervisors violating any rules or make the work-environment uncomfortable instead of leaving because THEY'RE the one's in the wrong!",0.4668
225,"Work on your feet until you drop. Time off is designed for an eight hour work day, yet your day will be 10-11 hours+","The night shift hours are brutal for anyone with a family or life outside of just working for Amazon. Don’t believe their “work life balance” mantra. Area managers will work at least 11-13 hours a day for your four day work week but can be for up to six days a week. Expect to come in 1/2 to 1 hour before your shift and stay 1 hour after your shift. If your associates come in for extra paid days, you work the extra hours with no more pay since you are management.",0.4779
226,There is a huge disconnect with the warehouse and corporate Amazon. HR directs employees to contact the Amazon Employee Resource Center which will help to an extent however warehouse managers don't know how to handle employee concerns themselves.,"If you’re an amazing worker amazon will over work you and remove basic rights that are given to other employees such as transferring to another warehouse, changing job types and learning new jobs within the warehouse. A lot of my overachieving coworkers asked for help from their managers as I did and they continuously feign ignorance to the topic.",0.4281
227,"Cult-like devotion to over working oneself. Most often heard phrase while heading for the exit when trying to *only* work 75 hours a week is “where are you going?” followed by some unfinished task that could wait until the next day or request to assist next shift and ended with “you owe it to the business.” Safety matters until a production target is in jeopardy. Delusional insistence that the company has a “safety culture.” Leadership that is followed out of fear of reprisal vice actual ability to set realistic goals, convey a vision and earn trust.","Cult-like devotion to over working oneself. Most often heard phrase while heading for the exit when trying to *only* work 75 hours a week is “where are you going?” followed by some unfinished task that could wait until the next day or request to assist next shift and ended with “you owe it to the business.” Safety matters until a production target is in jeopardy. Delusional insistence that the company has a “safety culture.” Leadership that is followed out of fear of reprisal vice actual ability to set realistic goals, convey a vision and earn trust.",1.0
228,"Big routes, small cramped areas, and sometimes a rude customer","Big routes, small cramped areas, and sometimes a rude customer",1.0
229,"A great deal of leadership is fresh out of college adults who wont always be working very hard, and wont know what they are supposed to do as our managers to solve a problem and tend to pick favorites to go into different training classes.","A great deal of leadership is fresh out of college adults who wont always be working very hard, and wont know what they are supposed to do as our managers to solve a problem and tend to pick favorites to go into different training classes.",1.0
230,"Cult-like devotion to over working oneself. Most often heard phrase while heading for the exit when trying to *only* work 75 hours a week is “where are you going?” followed by some unfinished task that could wait until the next day or request to assist next shift and ended with “you owe it to the business.” Safety matters until a production target is in jeopardy. Delusional insistence that the company has a “safety culture.” Leadership that is followed out of fear of reprisal vice actual ability to set realistic goals, convey a vision and earn trust.","Cult-like devotion to over working oneself. Most often heard phrase while heading for the exit when trying to *only* work 75 hours a week is “where are you going?” followed by some unfinished task that could wait until the next day or request to assist next shift and ended with “you owe it to the business.” Safety matters until a production target is in jeopardy. Delusional insistence that the company has a “safety culture.” Leadership that is followed out of fear of reprisal vice actual ability to set realistic goals, convey a vision and earn trust.",1.0
231,"Big routes, small cramped areas, and sometimes a rude customer","Big routes, small cramped areas, and sometimes a rude customer",1.0
232,"A great deal of leadership is fresh out of college adults who wont always be working very hard, and wont know what they are supposed to do as our managers to solve a problem and tend to pick favorites to go into different training classes.","A great deal of leadership is fresh out of college adults who wont always be working very hard, and wont know what they are supposed to do as our managers to solve a problem and tend to pick favorites to go into different training classes.",1.0
233,"Such a large company with so many resources that sometimes it's easy to get lost when you need help on a specific thing, a lot of info about the company that can be a bit overwhelming to try to learn at the start","It's a very loud and fast paced environment, most of the employees hate their job and are very rude to each other, the company is constantly changing the rules and if you aren't up to date with those rules you can get seriously in trouble or fired for something you didn't know about. Certain areas of the building or even different sites are given better or worse treatment depending on who the management is, when upper management makes a promise to the employees to get out early you can bet that they're just lying to get you to work harder. And lastly the biggest issue is that amazon is an ever growing company with ever growing expectations for their employees but no real understanding that we are simply people who are working very hard for a company that would rather bribe us with gifts than simply let us out early on Christmas Eve.",0.4878
234,Can be long working hours and job satisfaction can vary team -to team,"Organization and communication can be a challenge to maneuver around 
Hours can become a challenge when managing a hectic schedule 
Having to be available for any shift in order to move up in certain positions
Work expectations and policies can change and can be confusing",0.5008
235,Must be able to handle oneself at all times. If only able.,"Hours can change often, must be able to travel and be flexible to do so often, may have to go long distances to hold events, etc.",0.3712
236,temporary workers don’t get the same benefits as regular workers when it came to requesting time off,Sometimes the workers don’t get treated right,0.4336
237,"- even as a senior leader, its becoming harder to own work with broad impact
- I am feeling at-odd with the treatment, pay, and benefits of hourly workers","The Devices org maintains a thoroughly toxic culture that rewards unhealthy work/life balance and demoralizing treatment by mid-level (L7 and L8) management. No work life-balance unless you're a VP with an admin to shield you from the insanity. Emails are sent at 2am by coworkers to show that they are still up and working. Finance uses outdated and cumbersome financial reporting systems, paired with much-too frequent reporting cycles. The company's product development decisions are driven by narrative docs that incentivize telling a compelling story over building a solid business case based on data analysis and diverse thought. Speed is more important than accuracy. 
 Deliverables and timelines come out of nowhere and are at the whim of your VP, where months of challenging work to prepare for a meeting can be made worthless at the literal last minute. Working here combines the fast pace and stress of a start-up with the mediocre management and cumbersome business systems/processes of an enormous multinational company. The unheard of annual employee churn (150%, see NYT article) speaks for itself.",0.3644
238,"Hours can change often, must be able to travel and be flexible to do so often, may have to go long distances to hold events, etc.","Job is grueling and honestly sucks unless you're an L3 or above employee.
Expect lower back pain and potential for carpal tunnel and Plantar fasciitis. 
Most Managers care more about numbers than the safety and health of employees. (With some exceptions)
Overtime can be MANDATORY at times and if you have prior engagements you're expected to either use your own PTO, UPT, or Sick time to get out of it. (for certain reasons you may be able to talk to HR to be excused, but you'd have to go during your lunch or after work to get that sorted out)
They pretend to care about covid-19, but won't support the team that was specifically created to prevent it in any meaningful way.",0.4932
239,"The company does not treat you respectfully. They work you like a dog, and only provide minor incentives to keep you quiet about it. NO WORK/LIFE BALANCE!","There is no work life balance
If you decide to work at a fulfillment center you will essentially be throwing your life away by working here.
You are treated based on how fast you are.
Everyone's rate is recorded and they fire the slowest people.
You get two 15 min breaks and one 30 min break.
You are expected to lift overly large items that are most of the time bigger than you.
They only care if you are able to get the work done fastest regardless of safety.
You will be treated like you are just a number on a screen literally.
They don't care about covid they will announce a covid case a month later after it happened.. They only care about your rate.
I would never recommend anyone work at a fulfillment center not even to my worst enemy.",0.5668
240,"Becoming too much sales obsessed | Chaotic information management (if you do not navigate well companies with a fluid governance model, it might not be a good fit for you) | The promotion process is very subjective; we have seen people leaving AWS to come back an year later, to work around the promotion process.","If you don’t like to work hard, the environment might not be for you. I love it.",0.4751
241,Employee has to be a full time. Employee has to have a blue badge and worked for a year.,"Job is grueling and honestly sucks unless you're an L3 or above employee.
Expect lower back pain and potential for carpal tunnel and Plantar fasciitis. 
Most Managers care more about numbers than the safety and health of employees. (With some exceptions)
Overtime can be MANDATORY at times and if you have prior engagements you're expected to either use your own PTO, UPT, or Sick time to get out of it. (for certain reasons you may be able to talk to HR to be excused, but you'd have to go during your lunch or after work to get that sorted out)
They pretend to care about covid-19, but won't support the team that was specifically created to prevent it in any meaningful way.",0.4243
242,Not consistent work from week to week,Work from home is not permanent,0.4082
243,"long shifts
night hours
work life balance",Work life balance. work pressure.,0.5714
244,"long shifts, no bonuses, strict attendance",I experienced working long shifts,0.4082
245,"There is a lack of challenge, many easy tasks are contracted out.","Some of the downsides is favoritism as some AAs favor one another and staff them on easy tasks whereas hardworking AAs are given difficult tasks. in fact, there are so many CCTV cameras all over the warehouse but if anyone complains, they take action without even checking the footage.",0.3419
246,"You don't get dumb ceos
Anyone reading this please scroll down and dont waste your time.","If you are trained in more than one department, you will get moved around to the department where they need the most help. You don’t get any say in this. Even if you want to stay in your home department, they will force you to move around. You do not get any say in this you you just have to roll with it.

Also mandatory overtime was very common so don’t ever expect to just work a straight 40 hours all the time. You will be working a lot if 50 hour weeks. Mandatory. Don’t make plans on your overtime day and don’t have a second job or school that’s scheduled on your overtime day. They will also spring it on you at the last minute.",0.324
247,Expected to work way more than 40 hours a week and during the holiday season closer to 60 with no OT or any increase in pay. They say that it is included as part of your total comp when you are hired. It is part of the culture to be over worked in operations so nobody does anything about it.,"Work environment is one of the worst I've experienced. My experience may be a bit biased due to the boss I have, but from everything I've heard from friends in the same career, it's more common than not to have the same experience. The disconnect between management and operations is astronomical. Each person is truly treated like a number and the sole objective of everyone above you is to get to the next level, and not create a happy work environment. You will be thrown under the bus if it saves another person's career, without hesitation. 
Along with this is the category of pay. Since Amazon is such a large company, a large portion of your pay is composed of stocks. I was promised, in my hiring contract, that I would start earning my portion of stocks on my one-year anniversary. Little did I know, in reality it takes 2 years for you to start earning this portion of your salary.
Finally, they prevent the people who deserve it most from being promoted. This sentence does not apply to me, but the people I work with. Some of my coworkers have been with the company for over 4 or 5 years and management refuses to promote them due to a ""language disconnect"". Funny enough, everyone but management and operations leaders seem to understand them just fine with no problems. 
The company is composed of lies and disconnections in all levels of work.",0.5575
248,Takes a while to learn everything and get in the groove to be a solid participant to your team!!,"Job is grueling and honestly sucks unless you're an L3 or above employee.
Expect lower back pain and potential for carpal tunnel and Plantar fasciitis. 
Most Managers care more about numbers than the safety and health of employees. (With some exceptions)
Overtime can be MANDATORY at times and if you have prior engagements you're expected to either use your own PTO, UPT, or Sick time to get out of it. (for certain reasons you may be able to talk to HR to be excused, but you'd have to go during your lunch or after work to get that sorted out)
They pretend to care about covid-19, but won't support the team that was specifically created to prevent it in any meaningful way.",0.5407
249,"We want to help everyone, all are important.
Sometimes, you have to follow procedures that are established.
Customers can show their sense of urgency by ensuring a ticket is created.
It is not a good feeling to turn one away, but we can't risk employment for failure on the customer to follow the rules.","Beware of bad managers and horrible team mates. They are not specific to Amazon but they do exist in Amazon.

I have to admit that Monday is usually a blue day at Amazon and it is very tough to look forward to getting into office. I don't know anyone in Amazon who looks forward to getting in on Mondays.

Be realistic about SDE requirements. Coding skills are good to have but they are not the most important part of your job. I think we are hearing the same thing from every company.

Medical coverage is average or below average. Expect to pay about $60 per month for singles and about $240 per month for families. $240 per month for families gives you $3000 in medical fees before you have to pay (more) anything out-of-pocket.

SDE advancement is unreal difficult. They have about 6 levels total, SDE 1-4, then Senior Principal Engineer, and finally Distinguished Engineer. The number of SDE 1s and 2s are huge. Trying to get to SDE 3 seems to be all-of-a-sudden extremely difficult, but not impossible. So this essentially means that if you come to Amazon as a fresh grad SDE, expect to get about only one or two promotions in your entire career, which obviously is quite a lame expectation and reality. You will probably do much better in your career advancement anywhere else.

Employee retention is horrible. I am not sure why the philosophy seems to be trying to undercut existing employees and then hire from external sources. Management all say that they are trying to retain people, but actions don't seem to suggest anything better. Rumour has it that annual pay raises are horrible. This basically mean that either you are a superstar in the company before they will try to retain you, or if you are smart you should not stay in Amazon for too long.",0.5207
250,"It can difficult to leave work alone for the day, especially in the pandemic. Pre-pandemic was a lot of work but","They work every energy bar out of you.
Can't take a vacation until worked for at least 12 months.
Very very limited paid-time vacation pay; the majority of the vacation time is unpaid.
Supervisors hound you to make sure you process ""x"" amount of items per hour, while they sit down in a chair. 
I get it they're doing ""computer work"" but every time I turned around they were caught watching Netflix/listening to music while they harass people to work faster.
The management people I was working with repeatedly made homosexual advances in the workplace... Just because you're in a higher position, doesn't mean the sexual harassment policies don't apply to you! Pathetic. Made working there very uncomfortable. 
When I attempted to alert their bosses, they'll would give me falsified contact information because they didn't want to get reported, or get on the one who is doing the harassing's ""bad side"" which is very selfish. Overall, I would work here again because of the consistent pay, benefits, etc... However, next time around I will make sure I keep my distance from the supervisors at OKC1 Facility near Will Rogers Airport, OKC, or any other facility in the states. I will make sure I don't alert other authorities there about the sexual harassment in-person (only online via phone call or email) because a lot of times, the supervisors are very aware of how important the job is to them and most-likely will change the narrative of the story. Also, the managers would pull just about every worker in the station about their ""time off task"" however, everyone who was working there at the time knew that a good amount of the time, the restrooms were closed due to either 1)spot-cleaning or 2)construction/deep-cleaning maintenance. This is very unprofessional for the managers to accuse workers of not working because we'll have been gone for longer than 5-10 minutes due to having to wait in line to use the restaurant and go up and down different floor levels to hopefully find an open restroom! I drunk a lot of water when working because of the highly expected process rate. It's truly a workout, which I am okay with when working at any facility given I've worked at two different facilities thus far(one part-time and one full-time). So, what would I do differently? I would make sure I wait until hired again (because I resigned, have to wait 12 months to be considered to work again when resign, I'm not sure what the policies are when fired, but when resigned, this is the message I received from Amazon) and wait until I find out who my supervisors are, and do research on them to find out who their supervisors are so I am not the only worker their without leverage if those issues occur again therefore, I will have the clear option of reporting any supervisors violating any rules or make the work-environment uncomfortable instead of leaving because THEY'RE the one's in the wrong!",0.4581
251,Depending on your team you can get a lot of pressure,"Impostor Syndrome - it is real and palpable! Being around such high performers who are knowledgeable can be very intimidating.

You need to manage your own time... AWS is an environment where you kind of act like you run your own company. You won't have a lot of folks telling you what to do. If you can't handle running your own show, and instead prefer a structured tell-me-what-to-do approach, this is not for you.

Working with partners and customers can be challenging as there can be a bunch of twists and turns and things can take longer than desired. Patience and persistence is required!

Especially if you are working remotely, the job can get a bit lonely... so if you are really looking for a lot of interactions with folks, this might not be the role for you

Can sometimes get bombarded with meetings. Work with your team and your leader to set appropriate boundaries and establish enough headroom for you to get your various bits of work done

If you are opposed to being a constant student, this is NOT the role for you. There is ALWAYS something to learn and explore. For folks who feel they need to be comfortable that they know how to do their job, this might NOT be the role for you. Every day is Day 1 at Amazon which means you are constantly working to come up to speed.",0.3964
252,You getting a good amount of excerise,"Be prepared to be over-worked and underpaid for the amount of work that you do, I know that you will be obligated to complete work and if you have ""Misses"" it can hinder your team as a whole, and sometimes you will feel like you may not be able to even take a break. I know when I became a PA in march of 2021 our cap team was short-staffed in PAs and Managers but we had the same amount of work regardless of the shortages.",0.3465
253,"Sign on bonus (must be paid back prorated if terminated or resign under contract length), toxic culture, corrupt and terrible HR, terrible leadership, terrible employees, work life balance is not good (3 days off in which your burnt out and try to have a life until you repeat those long 4 days), political environment (work political), hard work is nothing unless your liked at Amazon, leadership principles that are not followed, unorganized, many links on Amazon, everything is about metrics, insufficient training, unhelpful staff sometimes, secret systems, backstabbing environment, promotion hungry people, demonizes assertiveness, gossipy, boring","As an area manager expect to work closer to 14-15 hour days, not 12. During the busier times of the year expect to also work 5-6 days a week. 

There is no wage transparency and they will not let you negotiate your salary (usually), so you won't know if you are getting paid less than other people doing the same job, until you find out, and if you ask about it, the answer is that it is solely on how they recruit you. So, ask how the recruiting method they are using is determining your salary.

I thought Amazon would be more diverse than it is, which is very disappointing.",0.3728
254,"A lot of Amazon-unique systems and processes to learn and navigate. As an external hire, took some time for me to wrap my head around them all and some are much better than others.","Some people really took the job too seriously and thought it was a life or death situaiton. Some of the mangers are so aloof and so disconnected from reality they make decisions that they don't grasp will have consequences. IE forcing people to go full-time ""or else"" during the busiest time of the year. Capping hours at 32 hours and penalizing people for wanting to work overtime. then ::Shocked pikachu face:: You wonder why you are understaffed and can't fill your schedule. Also if an employee has their phone out and ISN'T using it there is no need to try and make an example out of them and make a scene. look at the productivity of employees from an objective manner and not based upon anecdotal observation. It's amazon. I",0.4512
255,Most of these programs have rigid requirements. The most inconvenient being a minimum of a year of employment is needed to qualify. While others have very high standards you'll need to meet before you can be accepted into the program - usually requiring the use of your free time.,"Work environment is one of the worst I've experienced. My experience may be a bit biased due to the boss I have, but from everything I've heard from friends in the same career, it's more common than not to have the same experience. The disconnect between management and operations is astronomical. Each person is truly treated like a number and the sole objective of everyone above you is to get to the next level, and not create a happy work environment. You will be thrown under the bus if it saves another person's career, without hesitation. 
Along with this is the category of pay. Since Amazon is such a large company, a large portion of your pay is composed of stocks. I was promised, in my hiring contract, that I would start earning my portion of stocks on my one-year anniversary. Little did I know, in reality it takes 2 years for you to start earning this portion of your salary.
Finally, they prevent the people who deserve it most from being promoted. This sentence does not apply to me, but the people I work with. Some of my coworkers have been with the company for over 4 or 5 years and management refuses to promote them due to a ""language disconnect"". Funny enough, everyone but management and operations leaders seem to understand them just fine with no problems. 
The company is composed of lies and disconnections in all levels of work.",0.5169
256,"The breadth of Amazon is complex.
Understanding which resources to leverage and when.
Colleague and management turnover is common.","Work environment is one of the worst I've experienced. My experience may be a bit biased due to the boss I have, but from everything I've heard from friends in the same career, it's more common than not to have the same experience. The disconnect between management and operations is astronomical. Each person is truly treated like a number and the sole objective of everyone above you is to get to the next level, and not create a happy work environment. You will be thrown under the bus if it saves another person's career, without hesitation. 
Along with this is the category of pay. Since Amazon is such a large company, a large portion of your pay is composed of stocks. I was promised, in my hiring contract, that I would start earning my portion of stocks on my one-year anniversary. Little did I know, in reality it takes 2 years for you to start earning this portion of your salary.
Finally, they prevent the people who deserve it most from being promoted. This sentence does not apply to me, but the people I work with. Some of my coworkers have been with the company for over 4 or 5 years and management refuses to promote them due to a ""language disconnect"". Funny enough, everyone but management and operations leaders seem to understand them just fine with no problems. 
The company is composed of lies and disconnections in all levels of work.",0.4789
257,"Constant pressure, small breaks, average pay","Managers, pay, holiday pay , and coworkers",0.2887
258,"Work is rushed, expect you to hit a certain accuracy everyday with only 3 people able to irdr count. Grown people acting like kids because they can't do whatever they want to when they come to work. Not enough money for the amount of work you have to do for 10 hours, 15 minute breaks are more like 8 minutes because you have to find a park and that cuts your break time off.","- lack of communication 
- heavy lifting almost constantly 
- feet is going to hurt, feels like needles 
- lots of pressure everyday 
-tedious long hours 
-repetitive 
-late nights 1:20am-12pm traditional hours
-not enough seating tables 
- I can never hear or know whats going on 
- they don’t care about you, everyone is there for work nonetheless, it can be a cold and ruthless environment 
- some people are friendly and you have amazing people from different backgrounds to talk to 
- holiday seasons also equals hell
- not enough incentives, Lansing area did not have the $3000 bonus for 2021
- no brain stimulation, simply slave work with nice music and people 
- they don’t care if you’re a small female, no one is going to care, they all expect you to do your job, it’s sad to see their concern of safety towards their workers
- some people will be lazy which adds more work for others 
- no sitting, always standing",0.5891
